opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v,err_implement_X,err_implement_Y,err_implement_psi,err_implement_v
20.939006,10.6640489032017,0.142187318709356,0.0499993276913204,0.0320875719793472,9.89240164623872e-05,0.13888886213253,0.0499999641591318,0.0250000238207497,0.0502676146446517,0.106225660362755
