opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v
44.7096291,11.829756057094,0.157730080761254,6.89329429182095e-06,0.000311556703633808,0.0871980505316836,0.138532706328015
