opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v
32.2364774,11.8694858352977,0.158259811137302,3.73529381203497e-06,2.62763328837123e-06,4.99997531691206,0.138888267985788
