opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v
32.1271655,9.96920310114988,0.132922708015332,0.0499999975530416,5.95825888627388e-11,0.0872664585638141,0.138888888188621
