opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v
42.0268105,9.9692029480933,0.132922705974577,0.0499999831538505,4.1377648529739e-10,0.0872664575831876,0.138888885727463
