opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v,err_implement_X,err_implement_Y,err_implement_psi,err_implement_v
140.9414222,14.6622275800952,0.195496367734603,0.0499943066289363,0.00850273426081011,0.0872291818465984,0.138872530430138,0.0499881694031412,1.60720378605816e-06,0.0493971816652878,0.107767490393977
