opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v,err_implement_X,err_implement_Y,err_implement_psi,err_implement_v
204.2490899,14.7546672686142,0.196728896914857,0.0499963637921335,0.00903920677840109,0.000529921286647195,0.138885592349684,0.0438999132541777,1.52965485216705e-05,0.0465113894809235,0.117706203089001
