opt_routine_time,Tend,Ts,err_tractor_X,err_tractor_Y,err_tractor_psi,err_tractor_v,err_implement_X,err_implement_Y,err_implement_psi,err_implement_v
47.1929709,10.6146431772223,0.141528575696297,0.0499999993703346,0.00692799609202033,0.0416723686254001,0.138888887849142,0.0499999995932097,1.93005486592845e-09,0.0504932347071778,0.104772733821285
